10	0.001	1e-06	0.41245	0.63552	0.30529	0.35844	0.12655
10	0.001	1e-05	0.35654	0.57983	0.25742	0.2001	0.031559
10	0.001	0.0001	0.34527	0.61757	0.23962	0.11599	-0.0058953
10	0.01	1e-06	0.42223	0.79703	0.28718	0.30678	0.10254
10	0.01	1e-05	0.41245	0.63552	0.30529	0.35844	0.12655
10	0.01	0.0001	0.35654	0.57983	0.25742	0.2001	0.031559
10	0.1	1e-06	0.58717	0.76176	0.47769	0.5066	0.41208
10	0.1	1e-05	0.55803	0.61139	0.51325	0.47865	0.39998
10	0.1	0.0001	0.4248	0.68255	0.30836	0.31965	0.13664
20	0.001	1e-06	0.40803	0.72339	0.28415	0.29118	0.092206
20	0.001	1e-05	0.35379	0.59035	0.25258	0.17481	0.021844
20	0.001	0.0001	0.34527	0.61757	0.23962	0.11599	-0.0058953
20	0.01	1e-06	0.42734	0.79517	0.29218	0.28487	0.11304
20	0.01	1e-05	0.40803	0.72339	0.28415	0.29118	0.092206
20	0.01	0.0001	0.35379	0.59035	0.25258	0.17481	0.021844
20	0.1	1e-06	0.48848	0.53775	0.44748	0.4074	0.30454
20	0.1	1e-05	0.64164	0.66646	0.61861	0.55135	0.52136
20	0.1	0.0001	0.41635	0.72153	0.2926	0.29593	0.10927
30	0.001	1e-06	0.39515	0.66522	0.28105	0.32743	0.082665
30	0.001	1e-05	0.34943	0.61572	0.24393	0.12221	0.0036276
30	0.001	0.0001	0.34527	0.61757	0.23962	0.11599	-0.0058953
30	0.01	1e-06	0.4113	0.79703	0.27717	0.27983	0.080838
30	0.01	1e-05	0.39814	0.66151	0.28476	0.33592	0.089826
30	0.01	0.0001	0.34943	0.61572	0.24393	0.12221	0.0036276
30	0.1	1e-06	0.45987	0.57611	0.38266	0.38814	0.238
30	0.1	1e-05	0.35431	0.42327	0.30468	0.3182	0.10103
30	0.1	0.0001	0.4065	0.6578	0.29413	0.35482	0.10774
10	0.001	1e-06	0.41245	0.63552	0.30529	0.35844	0.12655
10	0.001	1e-05	0.35654	0.57983	0.25742	0.2001	0.031559
10	0.001	0.0001	0.34527	0.61757	0.23962	0.11599	-0.0058953
10	0.01	1e-06	0.42223	0.79703	0.28718	0.30678	0.10254
10	0.01	1e-05	0.41245	0.63552	0.30529	0.35844	0.12655
10	0.01	0.0001	0.35654	0.57983	0.25742	0.2001	0.031559
10	0.1	1e-06	0.58717	0.76176	0.47769	0.5066	0.41208
10	0.1	1e-05	0.55803	0.61139	0.51325	0.47865	0.39998
10	0.1	0.0001	0.4248	0.68255	0.30836	0.31965	0.13664
20	0.001	1e-06	0.40803	0.72339	0.28415	0.29118	0.092206
20	0.001	1e-05	0.35379	0.59035	0.25258	0.17481	0.021844
20	0.001	0.0001	0.34527	0.61757	0.23962	0.11599	-0.0058953
20	0.01	1e-06	0.42734	0.79517	0.29218	0.28487	0.11304
20	0.01	1e-05	0.40803	0.72339	0.28415	0.29118	0.092206
20	0.01	0.0001	0.35379	0.59035	0.25258	0.17481	0.021844
20	0.1	1e-06	0.48848	0.53775	0.44748	0.4074	0.30454
20	0.1	1e-05	0.64164	0.66646	0.61861	0.55135	0.52136
20	0.1	0.0001	0.41635	0.72153	0.2926	0.29593	0.10927
30	0.001	1e-06	0.39515	0.66522	0.28105	0.32743	0.082665
30	0.001	1e-05	0.34943	0.61572	0.24393	0.12221	0.0036276
30	0.001	0.0001	0.34527	0.61757	0.23962	0.11599	-0.0058953
30	0.01	1e-06	0.4113	0.79703	0.27717	0.27983	0.080838
30	0.01	1e-05	0.39814	0.66151	0.28476	0.33592	0.089826
30	0.01	0.0001	0.34943	0.61572	0.24393	0.12221	0.0036276
30	0.1	1e-06	0.45987	0.57611	0.38266	0.38814	0.238
30	0.1	1e-05	0.35431	0.42327	0.30468	0.3182	0.10103
30	0.1	0.0001	0.4065	0.6578	0.29413	0.35482	0.10774
10	0.001	1e-06	0.46922	0.79143	0.33346	0.36729	0.20105
10	0.001	1e-05	0.50738	0.87264	0.35767	0.50671	0.25543
10	0.001	0.0001	0.44228	0.9	0.29317	0.2853	0.12876
